User_id,Gender,Location,Max_transaction_date,No_of_transactions,No_of_transactions_weekends,No_of_transactions_weekdays,No_of_transactions_after_2PM,No_of_transactions_after_2PM,No_of_transactions_before_2PM,Total_spend,Total_discount_amount,Discount_percentage,Total_quantity,No_of_transactions_with_discount_more_than_20pct,No_of_distinct_products_purchased,No_of_distinct_segments_purchased,No_of_distinct_styles_purchased,segment,,
816,M,South,10:00.0,12,10,2,6,6,1558,185.99,11.9377,42,1,9,2,4,9,High,,
817,M,South,44:00.0,6,2,4,0,6,628,72.95,11.6162,21,2,6,2,4,6,Medium,,
818,M,North,48:00.0,8,2,6,5,3,675,117.84,17.4577,19,1,6,2,4,6,Medium,,
819,M,North,35:00.0,13,5,8,6,7,1166,159.12,13.6466,44,3,8,2,4,8,High,,
820,M,North,53:00.0,6,1,5,4,2,418,47.26,11.3062,15,1,5,2,4,5,Low,,
821,F,South,26:00.0,8,1,7,3,5,714,112.18,15.7114,28,4,6,2,3,6,Medium,,
822,M,South,11:00.0,10,3,7,7,3,865,117.47,13.5803,28,0,7,2,4,7,Medium,,
823,M,South,32:00.0,7,3,4,2,5,730,121.11,16.5904,25,3,6,2,4,6,Medium,,
824,F,South,29:00.0,12,3,9,5,7,917,138.99,15.157,45,3,6,2,4,6,Medium,,
825,M,South,11:00.0,3,0,3,3,0,205,21.72,10.5951,8,1,3,1,2,3,Low,,
826,M,South,13:00.0,4,3,1,2,2,253,45.42,17.9525,11,2,4,2,4,4,Low,,
827,M,South,21:00.0,7,2,5,4,3,626,51.4,8.2108,19,0,5,2,4,5,Medium,,
828,M,South,21:00.0,9,2,7,5,4,917,118.86,12.9618,30,1,6,2,4,6,Medium,,
829,M,South,30:00.0,8,1,7,4,4,752,104.48,13.8936,21,1,6,2,4,6,Medium,,
830,M,North,24:00.0,11,5,6,3,8,1086,111.9,10.3038,33,2,7,2,4,7,High,,
831,F,South,12:00.0,9,2,7,3,6,415,59.39,14.3108,22,3,5,2,3,5,Low,,
832,M,South,43:00.0,10,1,9,4,6,478,59.99,12.5502,26,2,7,2,4,7,Low,,
833,F,South,54:00.0,5,1,4,2,3,328,60.63,18.4847,11,2,4,2,3,4,Low,,
834,M,South,08:00.0,6,0,6,2,4,418,51.28,12.2679,18,1,6,2,4,6,Low,,
835,M,South,06:00.0,10,5,5,4,6,956,113.16,11.8368,31,1,6,2,4,6,Medium,,
836,F,South,26:00.0,5,1,4,1,4,180,12.99,7.2166,15,0,4,2,4,4,Low,,
837,M,South,36:00.0,11,2,9,4,7,874,144.54,16.5377,32,4,7,2,4,7,Medium,,
838,M,North,34:00.0,9,4,5,1,8,850,133.74,15.7341,28,1,6,2,4,6,Medium,,
839,M,South,12:00.0,13,4,9,2,11,912,124.61,13.6633,43,3,6,2,4,6,Medium,,
840,M,North,52:00.0,8,2,6,3,5,938,108.22,11.5373,30,1,8,2,4,8,Medium,,
841,F,North,27:00.0,8,1,7,5,3,653,76.94,11.7825,21,1,6,2,4,6,Medium,,
842,M,South,25:00.0,4,2,2,2,2,322,26.77,8.3136,13,0,4,2,3,4,Low,,
843,M,South,24:00.0,9,0,9,2,7,788,65.49,8.3109,30,2,6,2,4,6,Medium,,
844,M,North,50:00.0,7,4,3,3,4,456,63.61,13.9495,19,3,5,2,4,5,Low,,
845,F,South,02:00.0,11,3,8,1,10,741,85.41,11.5263,26,1,9,2,3,9,Medium,,
846,M,North,33:00.0,8,3,5,4,4,807,108.94,13.4993,25,0,7,2,3,7,Medium,,
847,M,North,26:00.0,9,2,7,5,4,979,130.34,13.3135,34,2,7,2,4,7,Medium,,
848,M,North,11:00.0,10,3,7,3,7,856,98.51,11.5081,27,1,8,2,4,8,Medium,,
849,M,South,14:00.0,4,1,3,2,2,310,40.32,13.0064,13,1,4,2,3,4,Low,,
850,M,South,47:00.0,9,2,7,2,7,797,125.77,15.7804,29,3,8,2,4,8,Medium,,
851,M,South,04:00.0,9,1,8,2,7,884,86.58,9.7941,33,2,7,2,4,7,Medium,,
852,M,South,50:00.0,9,2,7,5,4,1008,94.92,9.4166,33,2,7,2,4,7,High,,
853,M,North,40:00.0,11,2,9,4,7,972,154.32,15.8765,32,4,7,2,4,7,Medium,,
854,M,South,11:00.0,9,3,6,3,6,772,92.95,12.0401,22,3,7,2,4,7,Medium,,
855,F,South,17:00.0,9,4,5,3,6,690,105.68,15.3159,31,1,8,2,4,8,Medium,,
856,M,South,13:00.0,8,3,5,3,5,1177,109.85,9.333,29,1,7,2,4,7,High,,
857,M,North,17:00.0,5,1,4,1,4,245,36.31,14.8204,15,2,5,2,3,5,Low,,
858,M,North,02:00.0,6,1,5,3,3,539,36.53,6.7773,18,2,5,2,4,5,Medium,,
859,M,South,59:00.0,10,1,9,4,6,1146,169.91,14.8263,36,3,7,2,4,7,High,,
860,M,South,26:00.0,4,2,2,0,4,435,40.95,9.4137,13,0,4,2,3,4,Low,,
861,M,South,05:00.0,4,2,2,2,2,152,12.67,8.3355,11,0,3,1,2,3,Low,,
862,M,South,13:00.0,6,0,6,4,2,518,29.5,5.6949,18,0,5,2,3,5,Medium,,
863,M,South,27:00.0,6,1,5,5,1,578,96.86,16.7577,16,1,5,2,4,5,Medium,,
864,M,South,03:00.0,7,2,5,3,4,634,79.19,12.4905,20,2,7,2,3,7,Medium,,
865,M,South,32:00.0,10,3,7,4,6,374,44.48,11.893,24,0,7,2,3,7,Low,,
866,F,South,27:00.0,9,2,7,3,6,856,87.48,10.2196,28,0,6,2,4,6,Medium,,
867,M,South,36:00.0,4,4,0,2,2,511,79.36,15.5303,12,1,4,2,3,4,Medium,,
868,M,North,32:00.0,11,4,7,4,7,859,107.3,12.4912,41,2,7,2,4,7,Medium,,
869,F,South,47:00.0,9,4,5,6,3,697,97.8,14.0315,27,0,7,2,3,7,Medium,,
870,M,South,44:00.0,10,3,7,3,7,596,61.19,10.2667,23,2,9,2,4,9,Medium,,
871,M,South,46:00.0,8,5,3,4,4,1082,109.51,10.121,31,2,7,2,4,7,High,,
872,F,North,38:00.0,8,3,5,2,6,648,66.59,10.2762,21,0,7,2,3,7,Medium,,
873,M,North,00:00.0,3,1,2,1,2,321,26.21,8.1651,13,0,3,2,3,3,Low,,
874,F,South,03:00.0,5,1,4,1,4,332,45.22,13.6204,17,1,4,2,4,4,Low,,
875,F,South,33:00.0,8,2,6,3,5,664,49.28,7.4216,21,0,5,2,3,5,Medium,,
876,M,South,03:00.0,10,3,7,6,4,852,80.4,9.4366,26,0,7,2,4,7,Medium,,
877,M,North,24:00.0,6,2,4,2,4,456,72.47,15.8925,17,4,6,2,4,6,Low,,
878,F,South,49:00.0,6,4,2,2,4,527,88.59,16.8102,15,1,6,2,4,6,Medium,,
879,M,South,11:00.0,5,2,3,1,4,333,29.76,8.9369,16,0,5,2,4,5,Low,,
880,M,South,46:00.0,5,1,4,2,3,446,28.05,6.2892,13,0,4,2,3,4,Low,,
881,F,South,06:00.0,3,2,1,2,1,412,58.52,14.2038,10,0,3,2,3,3,Low,,
882,M,South,37:00.0,5,1,4,1,4,544,61.88,11.375,16,1,5,2,3,5,Medium,,
883,M,South,06:00.0,10,3,7,6,4,1117,141.93,12.7063,33,1,7,2,4,7,High,,
884,M,South,43:00.0,9,1,8,6,3,491,61.38,12.501,21,2,7,2,4,7,Low,,
885,M,South,10:00.0,3,0,3,2,1,319,31.44,9.8557,11,1,3,2,3,3,Low,,
886,F,North,12:00.0,11,3,8,3,8,709,65.87,9.2905,32,0,7,2,4,7,Medium,,
887,M,South,29:00.0,9,3,6,0,9,1003,104.43,10.4117,29,2,6,2,3,6,High,,
888,M,South,42:00.0,7,2,5,3,4,505,66.86,13.2396,22,2,4,2,4,4,Medium,,
889,F,South,44:00.0,7,1,6,2,5,641,64.1,10,19,0,6,2,4,6,Medium,,
890,F,South,37:00.0,11,5,6,6,5,1069,61.92,5.7923,35,0,9,2,4,9,High,,
891,F,South,30:00.0,6,1,5,1,5,706,52.46,7.4305,18,0,5,2,3,5,Medium,,
892,M,South,18:00.0,13,3,10,5,8,1393,183.49,13.1722,42,2,8,2,4,8,High,,
893,M,South,03:00.0,7,2,5,1,6,733,116.06,15.8335,22,3,4,2,4,4,Medium,,
894,M,North,28:00.0,11,3,8,2,9,642,77.78,12.1152,25,2,7,2,4,7,Medium,,
895,M,South,21:00.0,12,3,9,5,7,1086,167.58,15.4309,34,3,9,2,4,9,High,,
896,M,South,32:00.0,5,1,4,2,3,328,50.76,15.4756,19,1,5,2,3,5,Low,,
897,F,South,11:00.0,10,5,5,4,6,527,76.98,14.6072,27,2,7,2,4,7,Medium,,
898,F,South,23:00.0,9,6,3,6,3,706,89.79,12.7181,27,1,8,2,4,8,Medium,,
899,M,South,55:00.0,9,2,7,2,7,818,67.73,8.2799,32,0,6,2,4,6,Medium,,
900,M,South,35:00.0,7,2,5,3,4,602,86.76,14.4119,25,1,7,2,3,7,Medium,,
901,M,South,41:00.0,12,4,8,4,8,778,90.16,11.5886,29,2,9,2,4,9,Medium,,
902,M,South,34:00.0,8,4,4,2,6,523,41.37,7.9101,17,2,7,2,4,7,Medium,,
903,M,South,43:00.0,5,1,4,4,1,376,48.5,12.8989,15,1,4,1,2,4,Low,,
904,F,South,14:00.0,7,0,7,2,5,553,71.49,12.9276,15,3,5,2,4,5,Medium,,
905,M,South,42:00.0,7,1,6,2,5,449,41.84,9.3184,19,1,6,2,4,6,Low,,
906,M,North,43:00.0,11,2,9,2,9,828,79.94,9.6545,32,1,7,2,3,7,Medium,,
907,M,South,36:00.0,9,2,7,8,1,972,98.99,10.1841,30,1,5,2,3,5,Medium,,
908,M,South,06:00.0,8,3,5,5,3,1148,125.65,10.9451,27,0,5,2,4,5,High,,
909,M,South,38:00.0,10,3,7,3,7,840,136.32,16.2285,29,1,8,2,4,8,Medium,,
910,M,North,55:00.0,12,5,7,7,5,1054,143.62,13.6261,36,4,10,2,4,10,High,,
911,M,South,17:00.0,9,3,6,4,5,795,74.98,9.4314,30,1,6,2,3,6,Medium,,
912,F,North,01:00.0,9,5,4,2,7,640,69.94,10.9281,25,2,8,2,4,8,Medium,,
913,M,South,59:00.0,6,4,2,4,2,600,75,12.5,17,3,5,2,4,5,Medium,,
914,M,North,37:00.0,16,2,14,7,9,1046,105.14,10.0516,49,5,9,2,4,9,High,,
915,F,South,47:00.0,6,1,5,3,3,280,19.15,6.8392,13,0,6,2,4,6,Low,,
916,M,South,06:00.0,9,4,5,4,5,745,66.5,8.9261,27,2,8,2,4,8,Medium,,
917,F,South,23:00.0,7,4,3,3,4,741,64.55,8.7112,23,1,6,2,4,6,Medium,,
918,M,North,48:00.0,6,1,5,4,2,378,26.46,7,18,1,4,1,2,4,Low,,
919,M,North,02:00.0,11,3,8,5,6,1239,161.77,13.0564,41,2,7,2,4,7,High,,
920,M,South,57:00.0,4,0,4,1,3,443,52.49,11.8487,16,0,4,2,4,4,Low,,
921,F,South,36:00.0,10,3,7,5,5,517,56.06,10.8433,25,1,6,2,3,6,Medium,,
922,M,South,02:00.0,6,1,5,3,3,349,46.88,13.4326,20,0,6,2,4,6,Low,,
923,M,South,52:00.0,7,1,6,3,4,728,103.62,14.2335,24,1,6,2,4,6,Medium,,
924,F,South,48:00.0,9,2,7,3,6,962,169.94,17.6652,29,3,7,2,4,7,Medium,,
925,F,South,02:00.0,10,3,7,2,8,867,91.42,10.5444,31,2,5,2,3,5,Medium,,
926,M,South,34:00.0,10,3,7,4,6,1052,106.23,10.0979,24,2,7,2,4,7,High,,
927,M,South,29:00.0,6,0,6,5,1,1233,201.61,16.3511,26,2,4,2,3,4,High,,
928,M,South,08:00.0,13,7,6,8,5,1196,145.14,12.1354,43,0,7,2,3,7,High,,
929,F,South,46:00.0,6,1,5,5,1,289,36.88,12.7612,11,0,5,2,3,5,Low,,
930,M,South,19:00.0,6,2,4,4,2,672,116.26,17.3005,19,2,6,2,4,6,Medium,,
931,M,South,30:00.0,11,3,8,5,6,1072,109.15,10.1819,37,0,8,2,4,8,High,,
932,M,South,55:00.0,11,2,9,5,6,1243,163.18,13.1279,33,3,7,2,4,7,High,,
933,M,South,40:00.0,5,2,3,1,4,302,22.76,7.5364,15,0,4,2,3,4,Low,,
934,F,South,45:00.0,4,3,1,1,3,140,16.5,11.7857,6,2,3,2,3,3,Low,,
935,M,South,13:00.0,6,2,4,3,3,540,73.64,13.637,15,1,5,1,2,5,Medium,,
936,F,South,48:00.0,6,3,3,2,4,418,35.75,8.5526,15,2,6,2,4,6,Low,,
937,M,South,56:00.0,10,4,6,3,7,765,66.17,8.6496,27,2,8,2,4,8,Medium,,
938,M,North,47:00.0,8,2,6,1,7,362,41.76,11.5359,28,1,5,2,3,5,Low,,
939,M,South,38:00.0,10,2,8,0,10,411,48.11,11.7055,24,1,7,2,4,7,Low,,
940,F,South,27:00.0,6,1,5,2,4,761,67.99,8.9342,20,0,6,2,4,6,Medium,,
941,M,South,34:00.0,9,1,8,3,6,392,55.61,14.1862,18,1,6,2,4,6,Low,,
942,M,South,27:00.0,7,2,5,4,3,601,92.84,15.4475,16,1,7,2,4,7,Medium,,
943,F,South,54:00.0,7,2,5,2,5,794,125.43,15.7972,25,3,6,2,4,6,Medium,,
944,M,North,30:00.0,10,5,5,3,7,849,86.11,10.1425,26,1,8,2,4,8,Medium,,
945,M,South,23:00.0,9,3,6,3,6,779,57.69,7.4056,27,1,6,2,3,6,Medium,,
946,M,South,26:00.0,12,4,8,6,6,827,130.1,15.7315,29,3,8,2,4,8,Medium,,
947,M,South,41:00.0,7,3,4,3,4,486,64.37,13.2448,19,2,5,2,4,5,Low,,
948,M,North,31:00.0,6,3,3,2,4,500,43.98,8.796,17,1,5,2,4,5,Medium,,
949,M,North,41:00.0,6,2,4,3,3,404,51.57,12.7648,20,0,5,2,3,5,Low,,
950,M,South,32:00.0,8,2,6,3,5,841,109.39,13.0071,29,1,6,2,3,6,Medium,,
951,M,North,48:00.0,15,4,11,7,8,1231,148.59,12.0706,44,4,8,2,4,8,High,,
952,M,South,47:00.0,14,5,9,5,9,1334,137.65,10.3185,49,3,9,2,4,9,High,,
953,M,South,53:00.0,8,1,7,4,4,823,141.83,17.2332,34,4,6,2,4,6,Medium,,
954,M,South,08:00.0,5,2,3,1,4,827,69.63,8.4195,21,0,4,2,2,4,Medium,,
955,M,North,23:00.0,5,1,4,2,3,486,42.97,8.8415,14,1,4,2,3,4,Low,,
956,M,South,17:00.0,7,2,5,3,4,966,127.85,13.2349,28,2,5,2,3,5,Medium,,
957,M,South,43:00.0,11,5,6,4,7,1061,104.01,9.803,44,4,8,2,4,8,High,,
958,F,South,03:00.0,10,3,7,5,5,769,83.51,10.8595,31,1,7,2,4,7,Medium,,
959,M,South,08:00.0,8,3,5,5,3,601,96.44,16.0465,19,1,7,2,3,7,Medium,,
960,M,South,54:00.0,6,2,4,3,3,783,112.71,14.3946,25,2,5,2,4,5,Medium,,
961,M,North,14:00.0,7,2,5,1,6,452,71.16,15.7433,15,3,6,2,3,6,Low,,
962,M,North,46:00.0,10,3,7,2,8,879,86.58,9.8498,26,1,8,2,4,8,Medium,,
963,M,South,50:00.0,5,1,4,3,2,449,71.28,15.8752,13,2,4,2,3,4,Low,,
964,F,South,42:00.0,5,2,3,3,2,769,109.68,14.2626,19,0,4,2,4,4,Medium,,
965,F,South,11:00.0,10,2,8,6,4,772,92.86,12.0284,26,3,5,2,4,5,Medium,,
966,F,South,39:00.0,7,2,5,5,2,602,62.9,10.4485,24,2,6,2,3,6,Medium,,
967,M,North,11:00.0,10,5,5,6,4,879,75.79,8.6222,33,0,7,2,4,7,Medium,,
968,M,South,50:00.0,6,1,5,5,1,413,55.32,13.3946,14,1,5,2,4,5,Low,,
969,M,South,27:00.0,13,3,10,3,10,1011,95.16,9.4124,42,1,9,2,4,9,High,,
970,M,North,44:00.0,6,1,5,4,2,863,118.37,13.7161,20,1,4,2,3,4,Medium,,
971,M,North,30:00.0,5,3,2,4,1,744,134.47,18.0739,20,2,5,2,3,5,Medium,,
972,F,North,57:00.0,10,2,8,5,5,471,46.13,9.794,23,2,7,2,4,7,Low,,
973,F,South,53:00.0,6,1,5,4,2,421,57.15,13.5748,16,1,5,2,3,5,Low,,
974,M,South,46:00.0,4,1,3,0,4,172,26.07,15.1569,11,0,3,2,3,3,Low,,
975,M,South,34:00.0,16,4,12,7,9,1475,232.46,15.76,52,3,11,2,4,11,High,,
976,M,South,12:00.0,6,1,5,3,3,680,77.5,11.397,17,1,5,2,3,5,Medium,,
977,M,South,32:00.0,10,4,6,5,5,1045,176.24,16.865,26,2,6,2,4,6,High,,
978,M,South,03:00.0,9,2,7,3,6,1050,183.94,17.518,37,4,6,2,3,6,High,,
979,M,South,38:00.0,10,4,6,4,6,846,125.19,14.7978,31,1,6,2,4,6,Medium,,
980,M,South,07:00.0,7,3,4,3,4,449,51.01,11.3608,17,0,5,2,4,5,Low,,
981,M,South,04:00.0,13,3,10,3,10,1289,156.67,12.1543,35,3,8,2,4,8,High,,
982,F,North,54:00.0,7,1,6,1,6,712,105.98,14.8848,29,2,6,2,4,6,Medium,,
983,F,South,16:00.0,12,4,8,3,9,1076,149.04,13.8513,40,1,7,2,4,7,High,,
984,M,South,13:00.0,7,2,5,6,1,721,117.63,16.3148,19,3,5,2,4,5,Medium,,
985,F,South,50:00.0,12,6,6,2,10,848,127.11,14.9893,30,3,8,2,4,8,Medium,,
986,M,South,02:00.0,7,2,5,2,5,691,117.79,17.0463,23,2,5,2,3,5,Medium,,
987,F,South,44:00.0,4,3,1,0,4,418,84.72,20.2679,11,1,4,2,4,4,Low,,
988,M,South,41:00.0,12,5,7,4,8,1175,104.63,8.9046,41,1,9,2,4,9,High,,
989,M,South,39:00.0,9,1,8,3,6,383,47.96,12.5221,22,1,6,2,4,6,Low,,
990,F,South,36:00.0,12,4,8,5,7,782,101.78,13.0153,35,4,6,2,4,6,Medium,,
991,M,South,02:00.0,9,2,7,2,7,571,87.89,15.3922,24,1,7,2,4,7,Medium,,
992,M,South,59:00.0,7,2,5,2,5,732,103.65,14.1598,21,1,5,2,3,5,Medium,,
993,M,North,15:00.0,15,3,12,5,10,1266,207.53,16.3925,45,6,7,2,4,7,High,,
994,M,South,08:00.0,8,3,5,2,6,551,66.47,12.0635,22,0,7,2,3,7,Medium,,
995,M,South,32:00.0,7,2,5,6,1,363,61.74,17.0082,15,3,7,2,3,7,Low,,
996,M,North,44:00.0,7,1,6,3,4,489,40.38,8.2576,24,0,5,2,4,5,Low,,
997,M,South,44:00.0,6,1,5,2,4,769,93.38,12.143,20,1,5,2,4,5,Medium,,
998,M,North,00:00.0,10,5,5,4,6,701,77.86,11.1069,32,0,9,2,4,9,Medium,,
999,M,South,34:00.0,10,2,8,5,5,783,89.47,11.4265,29,2,7,2,4,7,Medium,,
1000,F,South,57:00.0,8,4,4,2,6,489,52.46,10.728,27,2,5,2,3,5,Low,,
1001,M,North,35:00.0,6,1,5,2,4,333,29.28,8.7927,16,1,5,2,3,5,Low,,
1002,M,North,23:00.0,9,4,5,2,7,629,65.01,10.3354,27,2,6,2,4,6,Medium,,
1003,M,South,05:00.0,11,3,8,6,5,644,59.52,9.2422,29,2,7,2,4,7,Medium,,
1004,M,North,31:00.0,6,3,3,1,5,301,21.15,7.0265,20,0,4,2,3,4,Low,,
1005,M,South,14:00.0,4,2,2,2,2,303,45.75,15.099,9,1,4,2,4,4,Low,,
1006,M,South,52:00.0,11,2,9,5,6,862,78.64,9.1229,29,1,7,2,4,7,Medium,,
1007,M,South,38:00.0,4,1,3,2,2,317,43.56,13.7413,14,1,3,2,3,3,Low,,
1008,M,South,55:00.0,7,3,4,2,5,725,82.32,11.3544,24,1,6,2,4,6,Medium,,
1009,M,South,17:00.0,4,1,3,3,1,500,61.32,12.264,16,0,4,2,3,4,Medium,,
1010,F,South,55:00.0,8,2,6,4,4,657,84.99,12.936,26,1,6,2,4,6,Medium,,
1011,M,South,28:00.0,7,1,6,4,3,876,98.86,11.2853,24,0,5,2,4,5,Medium,,
1012,M,South,59:00.0,10,5,5,5,5,938,103.34,11.017,36,2,8,2,4,8,Medium,,
1013,F,South,39:00.0,6,3,3,2,4,571,93.86,16.4378,16,2,6,2,3,6,Medium,,
1014,M,South,18:00.0,9,1,8,2,7,674,100.68,14.9376,25,2,8,2,4,8,Medium,,
1015,M,North,43:00.0,4,0,4,1,3,417,58.3,13.9808,15,0,3,2,3,3,Low,,
1016,M,South,15:00.0,9,3,6,3,6,546,74.64,13.6703,31,2,6,2,4,6,Medium,,
1017,M,South,21:00.0,7,1,6,1,6,453,47.64,10.5165,20,0,7,2,4,7,Low,,
1018,M,South,33:00.0,6,4,2,2,4,266,30.02,11.2857,16,1,5,2,3,5,Low,,
1019,M,South,57:00.0,19,6,13,12,7,1601,167.75,10.4778,54,1,10,2,4,10,High,,
1020,F,South,09:00.0,7,1,6,2,5,419,54.16,12.926,24,1,5,2,4,5,Low,,
1021,M,South,54:00.0,7,3,4,2,5,309,43.15,13.9644,12,2,6,2,4,6,Low,,
1022,F,South,43:00.0,16,4,12,5,11,1133,152.94,13.4986,39,3,10,2,4,10,High,,
1023,M,South,26:00.0,6,1,5,3,3,824,99.11,12.0279,21,0,5,2,3,5,Medium,,
1024,M,North,56:00.0,3,0,3,0,3,252,47.44,18.8253,9,1,3,2,3,3,Low,,
1025,M,South,09:00.0,8,4,4,2,6,1018,146.64,14.4047,31,1,7,2,3,7,High,,
1026,M,South,55:00.0,9,2,7,4,5,598,58.61,9.801,25,2,6,2,4,6,Medium,,
1027,F,South,29:00.0,9,4,5,1,8,741,100.75,13.5964,23,2,6,2,4,6,Medium,,
1028,M,North,01:00.0,10,7,3,3,7,819,117.45,14.3406,26,1,6,2,3,6,Medium,,
1029,M,South,08:00.0,5,0,5,1,4,475,63.88,13.4484,16,1,5,2,3,5,Low,,
1030,M,South,52:00.0,7,1,6,2,5,465,40.81,8.7763,22,1,5,2,3,5,Low,,
1031,F,North,08:00.0,4,1,3,2,2,241,21.7,9.0041,10,0,3,2,3,3,Low,,
1032,F,South,43:00.0,12,2,10,3,9,948,92.6,9.7679,40,3,7,2,4,7,Medium,,
1033,F,South,03:00.0,12,3,9,4,8,1143,179.89,15.7384,35,3,8,2,4,8,High,,
1034,M,South,54:00.0,9,3,6,4,5,599,73.65,12.2954,24,2,6,2,4,6,Medium,,
1035,F,North,05:00.0,8,4,4,4,4,702,82.08,11.6923,28,1,6,2,3,6,Medium,,
1036,M,South,22:00.0,9,4,5,3,6,920,116.4,12.6521,26,3,6,2,4,6,Medium,,
1037,F,North,52:00.0,13,8,5,3,10,1186,134.1,11.3069,48,2,9,2,4,9,High,,
1038,M,South,43:00.0,11,4,7,3,8,1146,172.55,15.0567,34,2,7,2,4,7,High,,
1039,M,North,22:00.0,9,5,4,4,5,618,27.77,4.4935,25,0,7,2,4,7,Medium,,
1040,M,North,32:00.0,6,2,4,3,3,371,68.52,18.469,10,3,4,2,3,4,Low,,
1041,F,South,16:00.0,6,0,6,3,3,439,70.85,16.1389,13,1,4,2,3,4,Low,,
1042,M,South,56:00.0,15,7,8,6,9,1460,184.94,12.6671,52,3,7,2,4,7,High,,
1043,M,South,12:00.0,9,3,6,3,6,593,90.93,15.3338,26,1,6,2,4,6,Medium,,
1044,M,South,56:00.0,4,3,1,3,1,205,44.29,21.6048,8,2,4,2,2,4,Low,,
1045,F,North,01:00.0,11,5,6,4,7,1026,108.94,10.6179,35,1,8,2,4,8,High,,
1046,M,South,26:00.0,12,6,6,8,4,815,91.84,11.2687,29,1,9,2,4,9,Medium,,
1047,M,South,31:00.0,10,7,3,1,9,802,128.28,15.995,27,2,7,2,4,7,Medium,,
1048,M,South,10:00.0,8,2,6,2,6,898,103.98,11.579,29,0,6,2,4,6,Medium,,
1049,M,South,42:00.0,7,2,5,5,2,669,83.55,12.4887,26,1,6,2,4,6,Medium,,
1050,M,South,55:00.0,9,2,7,4,5,882,107.98,12.2426,34,1,6,2,4,6,Medium,,
1051,M,South,28:00.0,6,2,4,1,5,337,43.11,12.7922,13,3,4,2,3,4,Low,,
1052,M,South,47:00.0,9,1,8,4,5,790,106.1,13.4303,29,2,7,2,4,7,Medium,,
1053,F,South,35:00.0,10,4,6,4,6,1057,111.79,10.5761,36,1,8,2,4,8,High,,
1054,M,South,05:00.0,5,2,3,1,4,511,81.96,16.0391,15,1,4,2,3,4,Medium,,
1055,F,South,11:00.0,5,0,5,2,3,349,47.43,13.5902,17,0,4,2,3,4,Low,,
1056,M,South,34:00.0,12,2,10,6,6,1145,123.38,10.7755,44,4,9,2,4,9,High,,
1057,F,North,02:00.0,9,0,9,6,3,1264,204.88,16.2088,31,5,6,2,4,6,High,,
1058,M,South,44:00.0,8,6,2,3,5,628,98.61,15.7022,20,2,6,2,3,6,Medium,,
1059,M,South,40:00.0,8,4,4,7,1,864,116.92,13.5324,24,1,7,2,4,7,Medium,,
1060,M,South,28:00.0,7,4,3,4,3,631,56.88,9.0142,17,2,5,2,4,5,Medium,,
1061,F,South,38:00.0,9,4,5,2,7,613,64.4,10.5057,29,1,7,2,4,7,Medium,,
1062,M,South,44:00.0,8,4,4,4,4,849,136.78,16.1107,24,2,5,2,4,5,Medium,,
1063,M,South,49:00.0,9,1,8,5,4,708,75.52,10.6666,23,0,9,2,4,9,Medium,,
1064,M,South,47:00.0,14,4,10,6,8,1227,174.1,14.189,36,1,8,2,4,8,High,,
1065,M,North,29:00.0,6,0,6,1,5,482,45.3,9.3983,13,1,5,2,4,5,Low,,
1066,M,South,57:00.0,14,5,9,6,8,1186,134.53,11.3431,42,2,9,2,4,9,High,,
1067,M,South,30:00.0,8,3,5,3,5,658,62.03,9.427,22,1,5,2,4,5,Medium,,
1068,F,South,54:00.0,6,3,3,4,2,451,58.19,12.9024,16,2,4,2,4,4,Low,,
1069,M,North,13:00.0,6,2,4,0,6,734,111.2,15.1498,18,1,5,2,3,5,Medium,,
1070,M,South,02:00.0,3,2,1,2,1,155,19.01,12.2645,7,1,2,1,1,2,Low,,
1071,M,South,35:00.0,8,3,5,4,4,675,28.87,4.277,28,1,5,2,4,5,Medium,,
1072,F,South,38:00.0,7,0,7,4,3,665,88.6,13.3233,23,1,6,2,3,6,Medium,,
1073,M,South,08:00.0,12,2,10,8,4,894,74.64,8.3489,38,0,7,2,3,7,Medium,,
1074,M,South,43:00.0,15,6,9,7,8,1341,101.99,7.6055,42,1,11,2,4,11,High,,
1075,F,South,26:00.0,4,2,2,1,3,198,14.26,7.202,12,0,3,2,3,3,Low,,
1076,M,South,14:00.0,14,4,10,5,9,755,91,12.0529,37,2,7,2,3,7,Medium,,
1077,F,North,03:00.0,8,2,6,5,3,603,78.37,12.9966,19,1,6,2,4,6,Medium,,
1078,F,South,18:00.0,12,3,9,5,7,894,129.58,14.4944,30,1,8,2,4,8,Medium,,
1079,M,South,11:00.0,6,3,3,3,3,387,49.03,12.6692,16,2,6,2,4,6,Low,,
1080,F,South,13:00.0,13,6,7,6,7,1212,189.31,15.6196,39,4,7,2,4,7,High,,
1081,F,South,14:00.0,9,2,7,0,9,582,107.48,18.4673,25,3,8,2,4,8,Medium,,
1082,M,South,31:00.0,8,3,5,4,4,645,79.77,12.3674,21,1,5,2,4,5,Medium,,
1083,M,South,37:00.0,7,4,3,5,2,637,75.11,11.7912,24,1,5,2,3,5,Medium,,
1084,F,South,31:00.0,9,1,8,3,6,950,130.51,13.7378,27,1,6,2,4,6,Medium,,
1085,M,South,56:00.0,7,1,6,3,4,473,78.64,16.6257,20,1,6,2,4,6,Low,,
1086,M,South,42:00.0,8,1,7,5,3,442,56.08,12.6877,22,2,6,2,3,6,Low,,
1087,M,South,18:00.0,10,1,9,2,8,782,95.83,12.2544,33,4,7,2,3,7,Medium,,
